Game Title,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,score,players,critics,users,Platform,Review
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,EA Canada,83,Up to 4 ,54,176,XB,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,EA Canada,82,4  Online,19,944,PS2,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,EA Canada,82,4  Online,19,944,X360,87.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,EA Canada,82,4  Online,19,944,XB,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,EA Canada,83,Up to 4 ,54,176,PS2,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,EA Canada,83,Up to 4 ,54,176,X360,87.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,EA Canada,83,Up to 4 ,54,176,XB,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,EA Canada,82,4  Online,19,944,PS2,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,EA Canada,82,4  Online,19,944,X360,87.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,EA Canada,82,4  Online,19,944,XB,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,Black Box,83,Up to 4 ,54,176,PS2,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,Black Box,83,Up to 4 ,54,176,X360,87.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,Black Box,83,Up to 4 ,54,176,XB,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,Black Box,82,4  Online,19,944,PS2,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,Black Box,82,4  Online,19,944,X360,87.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,Black Box,82,4  Online,19,944,XB,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,EA Canada,83,Up to 4 ,54,176,PS2,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,EA Canada,83,Up to 4 ,54,176,X360,87.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,EA Canada,83,Up to 4 ,54,176,XB,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,EA Canada,82,4  Online,19,944,PS2,89.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,EA Canada,82,4  Online,19,944,X360,87.0
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,EA Canada,82,4  Online,19,944,XB,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,83,Up to 4 ,54,176,PS2,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,83,Up to 4 ,54,176,X360,87.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,83,Up to 4 ,54,176,XB,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,82,4  Online,19,944,PS2,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,82,4  Online,19,944,X360,87.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,EA Canada,82,4  Online,19,944,XB,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,Black Box,83,Up to 4 ,54,176,PS2,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,Black Box,83,Up to 4 ,54,176,X360,87.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,Black Box,83,Up to 4 ,54,176,XB,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,Black Box,82,4  Online,19,944,PS2,89.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,Black Box,82,4  Online,19,944,X360,87.0
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,Black Box,82,4  Online,19,944,XB,89.0
Need for Speed: Most Wanted 5-1-0,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,EA Canada,72,2  Online,21,65,PSP,78.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,Black Box,70,8  Online,18,248,PS2,68.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,Black Box,70,8  Online,18,248,X360,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,Black Box,70,8  Online,18,248,PS3,74.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,Black Box,70,8  Online,18,248,Wii,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,EA Black Box,70,8  Online,18,248,PS2,68.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,EA Black Box,70,8  Online,18,248,X360,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,EA Black Box,70,8  Online,18,248,PS3,74.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,EA Black Box,70,8  Online,18,248,Wii,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,EA Black Box,70,8  Online,18,248,PS2,68.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,EA Black Box,70,8  Online,18,248,X360,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,EA Black Box,70,8  Online,18,248,PS3,74.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,EA Black Box,70,8  Online,18,248,Wii,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,EA Games,70,8  Online,18,248,PS2,68.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,EA Games,70,8  Online,18,248,X360,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,EA Games,70,8  Online,18,248,PS3,74.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,EA Games,70,8  Online,18,248,Wii,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,Exient Entertainment,70,8  Online,18,248,PS2,68.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,Exient Entertainment,70,8  Online,18,248,X360,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,Exient Entertainment,70,8  Online,18,248,PS3,74.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,Exient Entertainment,70,8  Online,18,248,Wii,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,EA Games,70,8  Online,18,248,PS2,68.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,EA Games,70,8  Online,18,248,X360,71.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,EA Games,70,8  Online,18,248,PS3,74.0
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,EA Games,70,8  Online,18,248,Wii,71.0
Need for Speed: ProStreet,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,EA Games,70,8  Online,18,248,PS2,68.0
Need for Speed: ProStreet,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,EA Games,70,8  Online,18,248,X360,71.0
Need for Speed: ProStreet,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,EA Games,70,8  Online,18,248,PS3,74.0
Need for Speed: ProStreet,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,EA Games,70,8  Online,18,248,Wii,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,84,No info,55,136,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,84,No info,55,136,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,83,No info,75,145,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,83,No info,75,145,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,83,No info,22,466,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,83,No info,22,466,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,69,No info,11,36,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,Slightly Mad Studios,69,No info,11,36,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,84,No info,55,136,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,84,No info,55,136,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,83,No info,75,145,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,83,No info,75,145,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,83,No info,22,466,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,83,No info,22,466,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,69,No info,11,36,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,Slightly Mad Studios,69,No info,11,36,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,84,No info,55,136,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,84,No info,55,136,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,83,No info,75,145,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,83,No info,75,145,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,83,No info,22,466,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,83,No info,22,466,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,69,No info,11,36,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,EA Bright Light,69,No info,11,36,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,84,No info,55,136,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,84,No info,55,136,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,83,No info,75,145,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,83,No info,75,145,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,83,No info,22,466,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,83,No info,22,466,X360,71.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,69,No info,11,36,PS3,74.0
Need for Speed: Shift,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Slightly Mad Studios,69,No info,11,36,X360,71.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,69,No info,18,450,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,69,No info,18,450,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,68,Up to 8 ,65,178,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,68,Up to 8 ,65,178,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,65,Up to 4 ,9,29,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,65,Up to 4 ,9,29,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,64,Up to 8 ,48,203,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Black Box,64,Up to 8 ,48,203,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,69,No info,18,450,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,69,No info,18,450,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,68,Up to 8 ,65,178,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,68,Up to 8 ,65,178,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,65,Up to 4 ,9,29,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,65,Up to 4 ,9,29,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,64,Up to 8 ,48,203,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,Black Box,64,Up to 8 ,48,203,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,69,No info,18,450,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,69,No info,18,450,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,68,Up to 8 ,65,178,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,68,Up to 8 ,65,178,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,65,Up to 4 ,9,29,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,65,Up to 4 ,9,29,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,64,Up to 8 ,48,203,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,Black Box,64,Up to 8 ,48,203,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,69,No info,18,450,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,69,No info,18,450,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,68,Up to 8 ,65,178,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,68,Up to 8 ,65,178,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,65,Up to 4 ,9,29,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,65,Up to 4 ,9,29,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,64,Up to 8 ,48,203,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,Firebrand Games,64,Up to 8 ,48,203,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,69,No info,18,450,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,69,No info,18,450,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,68,Up to 8 ,65,178,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,68,Up to 8 ,65,178,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,65,Up to 4 ,9,29,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,65,Up to 4 ,9,29,X360,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,64,Up to 8 ,48,203,PS3,72.0
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,Firebrand Games,64,Up to 8 ,48,203,X360,72.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,77,Up to 8 ,52,97,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,77,Up to 8 ,52,97,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,77,Up to 8 ,52,97,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,77,Up to 8 ,52,97,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,Up to 8 ,31,63,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,Up to 8 ,31,63,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,Up to 8 ,31,63,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,Up to 8 ,31,63,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,1-2 ,12,19,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,1-2 ,12,19,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,1-2 ,12,19,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,75,1-2 ,12,19,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,26,98,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,26,98,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,26,98,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,26,98,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,19,15,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,19,15,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,19,15,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,74,1-2 ,19,15,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,67,No Online Multiplayer,21,29,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,67,No Online Multiplayer,21,29,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,67,No Online Multiplayer,21,29,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,EA Canada,67,No Online Multiplayer,21,29,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,77,Up to 8 ,52,97,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,77,Up to 8 ,52,97,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,77,Up to 8 ,52,97,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,77,Up to 8 ,52,97,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,Up to 8 ,31,63,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,Up to 8 ,31,63,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,Up to 8 ,31,63,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,Up to 8 ,31,63,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,1-2 ,12,19,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,1-2 ,12,19,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,1-2 ,12,19,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,75,1-2 ,12,19,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,26,98,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,26,98,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,26,98,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,26,98,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,19,15,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,19,15,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,19,15,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,74,1-2 ,19,15,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,67,No Online Multiplayer,21,29,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,67,No Online Multiplayer,21,29,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,67,No Online Multiplayer,21,29,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,EA Canada,67,No Online Multiplayer,21,29,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,77,Up to 8 ,52,97,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,77,Up to 8 ,52,97,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,77,Up to 8 ,52,97,Wii,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,77,Up to 8 ,52,97,PS3,80.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,75,Up to 8 ,31,63,X360,81.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,75,Up to 8 ,31,63,PS2,83.0
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,EA Canada,75,Up to 8 ,31,63,Wii,80.0
