Game Title,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,score,players,critics,users,Platform,Review
.hack//Infection Part 1,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27,CyberConnect2,75,1 Player,35,69,PS2,76.33
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,70,Up to 12 ,18,64,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,70,Up to 12 ,18,64,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,65,Up to 12 ,69,84,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,65,Up to 12 ,69,84,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,65,No info,10,0,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,65,No info,10,0,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,65,Up to 12 ,42,59,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,65,Up to 12 ,42,59,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,54,No info,11,27,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,Treyarch,54,No info,11,27,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,70,Up to 12 ,18,64,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,70,Up to 12 ,18,64,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,65,Up to 12 ,69,84,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,65,Up to 12 ,69,84,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,65,No info,10,0,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,65,No info,10,0,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,65,Up to 12 ,42,59,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,65,Up to 12 ,42,59,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,54,No info,11,27,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,Treyarch,54,No info,11,27,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,70,Up to 12 ,18,64,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,70,Up to 12 ,18,64,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,65,Up to 12 ,69,84,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,65,Up to 12 ,69,84,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,65,No info,10,0,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,65,No info,10,0,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,65,Up to 12 ,42,59,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,65,Up to 12 ,42,59,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,54,No info,11,27,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,Treyarch,54,No info,11,27,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,70,Up to 12 ,18,64,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,70,Up to 12 ,18,64,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,65,Up to 12 ,69,84,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,65,Up to 12 ,69,84,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,65,No info,10,0,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,65,No info,10,0,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,65,Up to 12 ,42,59,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,65,Up to 12 ,42,59,PS3,67.17
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,54,No info,11,27,X360,68.73
007: Quantum of Solace,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch,54,No info,11,27,PS3,67.17
007: The World is not Enough,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,Black Ops Entertainment,61,No info,11,51,N64,67.78
007: The World is not Enough,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,Black Ops Entertainment,61,No info,11,51,PS,81.06999999999998
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,EA Canada,83,Up to 8 ,61,60,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,EA Canada,82,No info,56,65,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,EA Canada,70,No info,19,11,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,EA Canada,69,2 ,11,10,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,Electronic Arts,83,Up to 8 ,61,60,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,Electronic Arts,82,No info,56,65,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,Electronic Arts,70,No info,19,11,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,Electronic Arts,69,2 ,11,10,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,Electronic Arts,83,Up to 8 ,61,60,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,Electronic Arts,82,No info,56,65,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,Electronic Arts,70,No info,19,11,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,Electronic Arts,69,2 ,11,10,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,Electronic Arts,83,Up to 8 ,61,60,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,Electronic Arts,82,No info,56,65,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,Electronic Arts,70,No info,19,11,PS3,69.0
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,Electronic Arts,69,2 ,11,10,PS3,69.0
50 Cent: Bulletproof,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,Genuine Games,50,No info,14,25,PS2,47.38
50 Cent: Bulletproof,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,Genuine Games,47,1 Player,21,138,PS2,47.38
50 Cent: Bulletproof,2005,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,Genuine Games,50,No info,14,25,PS2,47.38
50 Cent: Bulletproof,2005,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,Genuine Games,47,1 Player,21,138,PS2,47.38
Ace Combat 04: Shattered Skies,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,Namco,89,1-2 ,22,135,PS2,85.92
Ace Combat 2,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,Namco,83,1 Player,10,50,PS,81.0
Ace Combat 5: The Unsung War,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,Namco,84,1 Player,57,125,PS2,84.9
Ace Combat 6: Fires of Liberation,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,Project Aces,80,Up to 16 ,54,115,X360,81.59
Ace Combat X: Skies of Deception,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,Project Aces,75,Up to 4 ,26,42,PSP,76.09999999999998
Age of Empires II: The Age of Kings,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,Ensemble Studios,92,Up to 8 ,21,1165,PC,91.81
Alan Wake,2010,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,Remedy Entertainment,83,No Online Multiplayer,30,1892,X360,83.75
Alan Wake,2010,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,Remedy Entertainment,83,No Online Multiplayer,100,1333,X360,83.75
Alan Wake,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,Remedy Entertainment,83,No Online Multiplayer,30,1892,X360,83.75
Alan Wake,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,Remedy Entertainment,83,No Online Multiplayer,100,1333,X360,83.75
Animal Crossing,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,Nintendo,87,1 Player,42,187,GC,86.36
Animal Crossing: City Folk,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,Nintendo,73,Up to 4 ,50,153,Wii,73.54
Animal Crossing: Wild World,2005,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,Nintendo,86,Up to 4 ,57,297,DS,86.27
Anno 2070,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.29,1.43,"Blue Byte, Related Designs",83,Online Multiplayer,33,524,PC,84.77
Ape Escape,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,SCEI,90,1 Player,19,79,PS,90.44
Apollo Justice: Ace Attorney,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,Capcom,78,No Online Multiplayer,48,102,DS,78.39
Apollo Justice: Ace Attorney,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,Capcom,77,No Online Multiplayer,17,34,DS,78.39
Army of Two,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,EA Montreal,74,Up to 4 ,43,129,X360,74.56
Just Dance 4,2012,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,Ubisoft,66,No info,14,40,Wii,57.0
Army of Two,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,EA Montreal,74,Up to 4 ,43,129,PS3,74.17
Army of Two,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,EA Montreal,72,Up to 4 ,76,250,X360,74.56
Army of Two,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,EA Montreal,72,Up to 4 ,76,250,PS3,74.17
Army of Two,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,EA Montreal,74,Up to 4 ,43,129,X360,74.56
Army of Two,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,EA Montreal,74,Up to 4 ,43,129,PS3,74.17
Army of Two,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,EA Montreal,72,Up to 4 ,76,250,X360,74.56
Army of Two,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,EA Montreal,72,Up to 4 ,76,250,PS3,74.17
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,EA Montreal,74,Up to 10 ,56,103,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,EA Montreal,73,Up to 10 ,79,139,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,EA Montreal,49,2 ,11,34,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,EA Montreal,74,Up to 10 ,56,103,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,EA Montreal,73,Up to 10 ,79,139,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,EA Montreal,49,2 ,11,34,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,"Buzz Monkey, EA Montreal",74,Up to 10 ,56,103,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,"Buzz Monkey, EA Montreal",73,Up to 10 ,79,139,X360,72.31999999999998
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,"Buzz Monkey, EA Montreal",49,2 ,11,34,X360,72.31999999999998
Art Academy,2010,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52,Headstrong Games,75,No info,15,6,DS,78.45
Assassin's Creed,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,Ubisoft Montreal,81,No Online Multiplayer,77,1306,X360,82.92
Assassin's Creed,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,Ubisoft Montreal,81,No Online Multiplayer,77,1306,PS3,79.3
Assassin's Creed,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,Ubisoft Montreal,81,No Online Multiplayer,40,1015,X360,82.92
Assassin's Creed,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,Ubisoft Montreal,81,No Online Multiplayer,40,1015,PS3,79.3
Assassin's Creed,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,Ubisoft Montreal,81,No Online Multiplayer,77,1306,X360,82.92
Assassin's Creed,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,Ubisoft Montreal,81,No Online Multiplayer,77,1306,PS3,79.3
Assassin's Creed,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,Ubisoft Montreal,81,No Online Multiplayer,40,1015,X360,82.92
Assassin's Creed,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,Ubisoft Montreal,81,No Online Multiplayer,40,1015,PS3,79.3
Assassin's Creed: Bloodlines,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,Griptonite Games,63,No Online Multiplayer,38,111,PSP,63.63
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal,90,Up to 8 ,59,1092,X360,90.55
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal,90,Up to 8 ,59,1092,PS3,76.2
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal,89,Up to 8 ,81,824,X360,90.55
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal,89,Up to 8 ,81,824,PS3,76.2
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal,88,No info,24,1609,X360,90.55
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal,88,No info,24,1609,PS3,76.2
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal,90,Up to 8 ,59,1092,X360,90.55
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal,90,Up to 8 ,59,1092,PS3,76.2
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal,89,Up to 8 ,81,824,X360,90.55
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal,89,Up to 8 ,81,824,PS3,76.2
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal,88,No info,24,1609,X360,90.55
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,Ubisoft Montreal,88,No info,24,1609,PS3,76.2
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Ubisoft Montreal,90,Up to 8 ,59,1092,X360,90.55
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Ubisoft Montreal,90,Up to 8 ,59,1092,PS3,76.2
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Ubisoft Montreal,89,Up to 8 ,81,824,X360,90.55
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Ubisoft Montreal,89,Up to 8 ,81,824,PS3,76.2
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Ubisoft Montreal,88,No info,24,1609,X360,90.55
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,Ubisoft Montreal,88,No info,24,1609,PS3,76.2
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal,80,Up to 8 ,77,677,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal,80,Up to 8 ,77,677,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal,80,Up to 8 ,39,770,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal,80,Up to 8 ,39,770,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal,80,No info,20,1154,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal,80,No info,20,1154,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,80,Up to 8 ,77,677,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,80,Up to 8 ,77,677,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,80,Up to 8 ,39,770,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,80,Up to 8 ,39,770,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,80,No info,20,1154,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal,80,No info,20,1154,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,Ubisoft Montreal,80,Up to 8 ,77,677,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,Ubisoft Montreal,80,Up to 8 ,77,677,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,Ubisoft Montreal,80,Up to 8 ,39,770,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,Ubisoft Montreal,80,Up to 8 ,39,770,PS3,80.05
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,Ubisoft Montreal,80,No info,20,1154,X360,79.20999999999998
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0.0,0.12,0.74,Ubisoft Montreal,80,No info,20,1154,PS3,80.05
Assassin's Creed II,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,Ubisoft Montreal,91,No Online Multiplayer,70,1747,PS3,90.71
Assassin's Creed II,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,Ubisoft Montreal,91,No Online Multiplayer,70,1747,X360,90.01
Assassin's Creed II,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,Ubisoft Montreal,90,No Online Multiplayer,82,1653,PS3,90.71
Assassin's Creed II,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,Ubisoft Montreal,90,No Online Multiplayer,82,1653,X360,90.01
Assassin's Creed II,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,Ubisoft Montreal,86,No Online Multiplayer,22,2221,PS3,90.71
Assassin's Creed II,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,Ubisoft Montreal,86,No Online Multiplayer,22,2221,X360,90.01
Assassin's Creed II,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,Ubisoft Montreal,91,No Online Multiplayer,70,1747,PS3,90.71
Assassin's Creed II,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,Ubisoft Montreal,91,No Online Multiplayer,70,1747,X360,90.01
Assassin's Creed II,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,Ubisoft Montreal,90,No Online Multiplayer,82,1653,PS3,90.71
Assassin's Creed II,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,Ubisoft Montreal,90,No Online Multiplayer,82,1653,X360,90.01
Assassin's Creed II,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,Ubisoft Montreal,86,No Online Multiplayer,22,2221,PS3,90.71
Assassin's Creed II,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,Ubisoft Montreal,86,No Online Multiplayer,22,2221,X360,90.01
Assassin's Creed II,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,Ubisoft Montreal,91,No Online Multiplayer,70,1747,PS3,90.71
Assassin's Creed II,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,Ubisoft Montreal,91,No Online Multiplayer,70,1747,X360,90.01
Assassin's Creed II,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,Ubisoft Montreal,90,No Online Multiplayer,82,1653,PS3,90.71
Assassin's Creed II,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,Ubisoft Montreal,90,No Online Multiplayer,82,1653,X360,90.01
Assassin's Creed II,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,Ubisoft Montreal,86,No Online Multiplayer,22,2221,PS3,90.71
Assassin's Creed II,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,Ubisoft Montreal,86,No Online Multiplayer,22,2221,X360,90.01
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,85,Up to 8 ,26,250,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,85,Up to 8 ,26,250,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,85,Up to 8 ,41,1528,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,85,Up to 8 ,41,1528,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,84,Up to 8 ,61,1317,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,84,Up to 8 ,61,1317,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,80,No info,21,2059,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,Ubisoft,80,No info,21,2059,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,85,Up to 8 ,26,250,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,85,Up to 8 ,26,250,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,85,Up to 8 ,41,1528,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,85,Up to 8 ,41,1528,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,84,Up to 8 ,61,1317,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,84,Up to 8 ,61,1317,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,80,No info,21,2059,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,Ubisoft,80,No info,21,2059,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,85,Up to 8 ,26,250,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,85,Up to 8 ,26,250,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,85,Up to 8 ,41,1528,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,85,Up to 8 ,41,1528,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,84,Up to 8 ,61,1317,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,84,Up to 8 ,61,1317,X360,84.81
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,80,No info,21,2059,PS3,85.56
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,Ubisoft,80,No info,21,2059,X360,84.81
